oid	neutral	year	pages	fullpage_imgs	img_mp	kb_per_page	classification	has_2nd_source	pdf_path
14336	2005 ND 157	2005	1	0	0.0	76	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND157.pdf
14337	2005 ND 157	2005	1	0	0.0	76	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND157.pdf
14338	2005 ND 158	2005	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND158.pdf
14339	2005 ND 166	2005	7	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND166.pdf
14340	2005 ND 167	2005	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND167.pdf
18507	2005 ND 159	2005	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND159.pdf
18508	2005 ND 160	2005	2	0	0.0	21	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND160.pdf
18509	2005 ND 161	2005	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND161.pdf
18510	2005 ND 162	2005	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND162.pdf
18511	2005 ND 163	2005	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND163.pdf
18512	2005 ND 164	2005	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND164.pdf
18513	2005 ND 165	2005	2	0	0.0	38	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND165.pdf
14346	2005 ND 168	2005	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND168.pdf
14347	2005 ND 168	2005	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND168.pdf
14348	2005 ND 171	2005	10	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND171.pdf
14349	2005 ND 171	2005	10	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND171.pdf
14350	2005 ND 178	2005	8	0	0.0	13	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND178.pdf
14351	2005 ND 172	2005	22	0	0.0	6	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND172.pdf
14352	2005 ND 177	2005	4	0	0.0	12	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND177.pdf
14353	2005 ND 177	2005	4	0	0.0	12	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND177.pdf
14354	2005 ND 175	2005	10	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND175.pdf
14355	2005 ND 176	2005	6	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND176.pdf
14356	2005 ND 174	2005	7	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND174.pdf
14357	2005 ND 173	2005	15	0	0.0	6	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND173.pdf
14412	2005 ND 169	2005	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND169.pdf
14413	2005 ND 170	2005	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND170.pdf
14358	2005 ND 179	2005	7	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND179.pdf
14359	2005 ND 180	2005	9	0	0.0	11	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND180.pdf
14360	2005 ND 180	2005	9	0	0.0	11	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND180.pdf
14361	2005 ND 186	2005	4	0	0.0	13	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND186.pdf
14362	2005 ND 192	2005	7	0	0.0	14	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND192.pdf
14363	2005 ND 191	2005	6	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND191.pdf
14364	2005 ND 189	2005	13	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND189.pdf
14365	2005 ND 188	2005	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND188.pdf
14366	2005 ND 190	2005	11	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND190.pdf
14367	2005 ND 187	2005	5	0	0.0	18	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND187.pdf
18514	2005 ND 181	2005	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND181.pdf
18515	2005 ND 182	2005	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND182.pdf
18516	2005 ND 183	2005	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND183.pdf
18517	2005 ND 184	2005	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND184.pdf
18518	2005 ND 185	2005	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND185.pdf
14368	2005 ND 193	2005	15	0	0.0	6	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND193.pdf
18519	2005 ND 194	2005	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND194.pdf
14369	2005 ND 195	2005	2	0	0.0	21	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND195.pdf
14370	2005 ND 206	2005	6	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND206.pdf
14371	2005 ND 204	2005	13	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND204.pdf
14372	2005 ND 202	2005	6	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND202.pdf
14373	2005 ND 201	2005	4	0	0.0	12	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND201.pdf
14374	2005 ND 201	2005	4	0	0.0	12	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND201.pdf
14376	2005 ND 205	2005	5	0	0.0	11	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND205.pdf
14377	2005 ND 203	2005	7	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND203.pdf
18520	2005 ND 196	2005	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND196.pdf
18521	2005 ND 197	2005	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND197.pdf
18522	2005 ND 198	2005	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND198.pdf
18523	2005 ND 199	2005	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND199.pdf
18525	2005 ND 200	2005	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND200.pdf
14375	2005 ND 207	2005	2	0	0.0	21	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND207.pdf
14378	2005 ND 217	2005	7	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND217.pdf
14379	2005 ND 215	2005	6	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND215.pdf
14380	2005 ND 221	2005	8	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND221.pdf
14381	2005 ND 214	2005	18	0	0.0	6	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND214.pdf
14382	2005 ND 212	2005	6	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND212.pdf
14383	2005 ND 220	2005	6	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND220.pdf
14384	2005 ND 213	2005	11	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND213.pdf
14385	2005 ND 218	2005	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND218.pdf
14386	2005 ND 216	2005	4	0	0.0	12	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND216.pdf
14387	2005 ND 216	2005	4	0	0.0	12	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND216.pdf
14388	2005 ND 219	2005	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND219.pdf
18526	2005 ND 208	2005	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND208.pdf
18527	2005 ND 209	2005	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND209.pdf
18528	2005 ND 210	2005	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND210.pdf
18529	2005 ND 211	2005	2	0	0.0	21	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND211.pdf
14389	2005 ND 222	2005	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2005/2005ND222.pdf
14390	2006 ND 1	2006	14	14	471.3	72	SCANNED_OCR	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND1.pdf
14391	2006 ND 2	2006	4	0	0.0	13	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND2.pdf
14393	2006 ND 3	2006	2	0	0.0	21	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND3.pdf
14395	2006 ND 4	2006	2	0	0.0	41	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND4.pdf
14396	2006 ND 27	2006	6	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND27.pdf
14397	2006 ND 28	2006	5	0	0.0	11	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND28.pdf
14398	2006 ND 25	2006	5	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND25.pdf
14399	2006 ND 21	2006	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND21.pdf
14400	2006 ND 22	2006	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND22.pdf
14401	2006 ND 22	2006	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND22.pdf
14402	2006 ND 20	2006	6	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND20.pdf
14403	2006 ND 16	2006	7	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND16.pdf
14404	2006 ND 17	2006	7	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND17.pdf
14405	2006 ND 30	2006	11	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND30.pdf
14406	2006 ND 30	2006	11	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND30.pdf
14407	2006 ND 24	2006	7	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND24.pdf
14408	2006 ND 10	2006	14	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND10.pdf
14409	2006 ND 26	2006	5	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND26.pdf
14410	2006 ND 19	2006	10	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND19.pdf
14411	2006 ND 19	2006	10	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND19.pdf
14417	2006 ND 23	2006	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND23.pdf
14418	2006 ND 18	2006	3	0	0.0	14	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND18.pdf
14419	2006 ND 29	2006	8	0	0.0	13	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND29.pdf
14420	2006 ND 14	2006	6	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND14.pdf
14421	2006 ND 13	2006	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND13.pdf
14422	2006 ND 13	2006	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND13.pdf
14423	2006 ND 11	2006	5	0	0.0	11	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND11.pdf
14424	2006 ND 12	2006	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND12.pdf
14425	2006 ND 15	2006	7	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND15.pdf
18575	2006 ND 5	2006	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND5.pdf
18580	2006 ND 6	2006	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND6.pdf
18581	2006 ND 7	2006	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND7.pdf
18583	2006 ND 8	2006	3	0	0.0	14	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND8.pdf
18585	2006 ND 9	2006	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND9.pdf
14450	2006 ND 31	2006	7	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND31.pdf
14451	2006 ND 32	2006	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND32.pdf
14452	2006 ND 33	2006	7	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND33.pdf
14453	2006 ND 34	2006	7	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND34.pdf
14454	2006 ND 36	2006	18	0	0.0	6	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND36.pdf
14455	2006 ND 35	2006	5	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND35.pdf
14456	2006 ND 40	2006	7	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND40.pdf
14457	2006 ND 44	2006	11	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND44.pdf
14458	2006 ND 39	2006	6	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND39.pdf
14459	2006 ND 45	2006	11	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND45.pdf
14460	2006 ND 46	2006	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND46.pdf
14461	2006 ND 42	2006	5	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND42.pdf
14462	2006 ND 41	2006	3	0	0.0	16	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND41.pdf
18572	2006 ND 37	2006	3	0	0.0	14	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND37.pdf
18573	2006 ND 38	2006	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND38.pdf
18574	2006 ND 43	2006	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND43.pdf
14392	2006 ND 2	2006	4	0	0.0	13	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND2.pdf
14463	2006 ND 48	2006	6	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND48.pdf
14465	2006 ND 47	2006	9	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND47.pdf
14466	2006 ND 47	2006	9	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND47.pdf
14464	2006 ND 49	2006	15	0	0.0	6	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND49.pdf
14467	2006 ND 67	2006	9	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND67.pdf
14468	2006 ND 57	2006	10	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND57.pdf
14469	2006 ND 64	2006	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND64.pdf
14470	2006 ND 58	2006	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND58.pdf
14471	2006 ND 61	2006	6	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND61.pdf
14472	2006 ND 63	2006	7	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND63.pdf
14473	2006 ND 68	2006	9	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND68.pdf
14474	2006 ND 60	2006	7	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND60.pdf
14475	2006 ND 59	2006	6	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND59.pdf
14476	2006 ND 55	2006	23	0	0.0	5	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND55.pdf
14477	2006 ND 65	2006	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND65.pdf
14478	2006 ND 54	2006	12	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND54.pdf
14479	2006 ND 56	2006	25	0	0.0	5	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND56.pdf
14480	2006 ND 56	2006	25	0	0.0	5	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND56.pdf
14484	2006 ND 62	2006	10	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND62.pdf
14485	2006 ND 66	2006	13	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND66.pdf
18576	2006 ND 50	2006	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND50.pdf
18577	2006 ND 51	2006	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND51.pdf
18578	2006 ND 52	2006	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND52.pdf
18579	2006 ND 53	2006	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND53.pdf
14486	2006 ND 69	2006	4	0	0.0	13	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND69.pdf
14487	2006 ND 70	2006	14	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND70.pdf
14488	2006 ND 71	2006	12	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND71.pdf
14489	2006 ND 72	2006	6	0	0.0	11	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND72.pdf
14490	2006 ND 73	2006	2	0	0.0	21	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND73.pdf
14491	2006 ND 75	2006	5	0	0.0	11	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND75.pdf
14492	2006 ND 76	2006	10	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND76.pdf
14493	2006 ND 82	2006	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND82.pdf
14494	2006 ND 78	2006	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND78.pdf
14495	2006 ND 77	2006	12	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND77.pdf
14496	2006 ND 81	2006	6	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND81.pdf
14497	2006 ND 79	2006	7	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND79.pdf
18582	2006 ND 74	2006	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND74.pdf
18584	2006 ND 80	2006	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND80.pdf
14498	2006 ND 84	2006	16	0	0.0	6	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND84.pdf
14499	2006 ND 83	2006	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND83.pdf
14500	2006 ND 85	2006	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND85.pdf
14501	2006 ND 87	2006	13	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND87.pdf
14511	2006 ND 86	2006	11	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND86.pdf
14512	2006 ND 88	2006	7	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND88.pdf
14513	2006 ND 89	2006	2	0	0.0	40	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND89.pdf
14502	2006 ND 106	2006	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND106.pdf
14503	2006 ND 96	2006	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND96.pdf
14504	2006 ND 96	2006	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND96.pdf
14505	2006 ND 99	2006	8	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND99.pdf
14506	2006 ND 102	2006	5	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND102.pdf
14507	2006 ND 98	2006	4	0	0.0	12	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND98.pdf
14508	2006 ND 103	2006	6	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND103.pdf
14509	2006 ND 104	2006	11	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND104.pdf
14510	2006 ND 104	2006	11	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND104.pdf
14514	2006 ND 105	2006	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND105.pdf
14515	2006 ND 105	2006	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND105.pdf
14516	2006 ND 97	2006	10	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND97.pdf
14521	2006 ND 100	2006	6	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND100.pdf
14522	2006 ND 101	2006	5	0	0.0	11	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND101.pdf
18586	2006 ND 90	2006	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND90.pdf
18587	2006 ND 91	2006	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND91.pdf
18588	2006 ND 92	2006	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND92.pdf
18589	2006 ND 93	2006	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND93.pdf
18590	2006 ND 94	2006	2	0	0.0	19	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND94.pdf
18591	2006 ND 95	2006	3	0	0.0	15	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND95.pdf
14517	2006 ND 107	2006	10	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND107.pdf
14518	2006 ND 107	2006	10	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND107.pdf
14519	2006 ND 109	2006	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND109.pdf
14520	2006 ND 108	2006	12	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND108.pdf
14523	2006 ND 111	2006	15	0	0.0	6	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND111.pdf
14524	2006 ND 110	2006	14	0	0.0	6	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND110.pdf
14525	2006 ND 114	2006	4	0	0.0	13	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND114.pdf
14526	2006 ND 115	2006	5	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND115.pdf
14527	2006 ND 122	2006	9	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND122.pdf
14528	2006 ND 117	2006	6	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND117.pdf
14529	2006 ND 120	2006	9	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND120.pdf
14530	2006 ND 118	2006	15	0	0.0	6	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND118.pdf
14531	2006 ND 123	2006	10	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND123.pdf
14532	2006 ND 116	2006	6	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND116.pdf
14533	2006 ND 119	2006	6	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND119.pdf
14534	2006 ND 121	2006	7	0	0.0	9	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND121.pdf
18548	2006 ND 112	2006	2	0	0.0	21	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND112.pdf
18549	2006 ND 113	2006	2	0	0.0	20	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND113.pdf
14535	2006 ND 127	2006	12	0	0.0	7	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND127.pdf
14536	2006 ND 125	2006	5	0	0.0	10	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND125.pdf
14537	2006 ND 126	2006	7	0	0.0	8	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND126.pdf
14538	2006 ND 124	2006	3	0	0.0	15	born_digital	1	/Users/jerod/refs/nd/opin/pdfs/2006/2006ND124.pdf
