citing_oid	citing_name	citing_date	cited_oid	cited_name	cited_date	edge_citation	gap_days
17670	Holter v. City of Mandan	2020-07-22	19516	Holter v. City of Mandan	2020-09-21	948 N.W.2d 858	61
